user_id,signup_date,age,gender,city_tier,device_type,acquisition_channel,name,furthest_stage,stage_rank,dropped_at,time_to_first_txn_mins,signup_week,converted
U000101,2024-06-18,21,Other,Tier 3,Android,Referral,Omya Kothari,kyc_initiated,5,kyc_completed,,2024-06-17/2024-06-23,False
U000102,2024-02-27,27,Other,Tier 3,Android,Organic,Indira Palan,app_open,2,signup_started,,2024-02-26/2024-03-03,False
U000103,2024-04-08,47,Other,Tier 1,Android,Social Media,Jagat Nanda,app_open,2,signup_started,,2024-04-08/2024-04-14,False
U000104,2024-02-08,51,Male,Tier 2,Android,Paid Ad,Unnati Ben,app_open,2,signup_started,,2024-02-05/2024-02-11,False
U000105,2024-03-13,26,Male,Tier 1,Android,Referral,Indrajit Pradhan,app_open,2,signup_started,,2024-03-11/2024-03-17,False
U000106,2024-04-14,40,Other,Tier 3,Android,Paid Ad,Nilima Singh,first_transaction,7,notification_opted_in,124.0,2024-04-08/2024-04-14,True
U000107,2024-06-27,19,Male,Tier 2,Android,Referral,Rudra Hari,app_install,1,app_open,,2024-06-24/2024-06-30,False
U000108,2024-04-26,27,Female,Tier 1,Android,Referral,Zaid Dash,app_open,2,signup_started,,2024-04-22/2024-04-28,False
U000109,2024-04-04,33,Male,Tier 1,Android,Referral,Baljiwan Saran,app_install,1,app_open,,2024-04-01/2024-04-07,False
U000110,2024-01-22,20,Female,Tier 3,Android,Organic,Udarsh Sankaran,app_install,1,app_open,,2024-01-22/2024-01-28,False
U000111,2024-06-19,20,Female,Tier 3,Android,Paid Ad,Nathaniel Sampath,app_open,2,signup_started,,2024-06-17/2024-06-23,False
U000112,2024-02-16,41,Male,Tier 3,iOS,Referral,Chaitanya Nagi,kyc_completed,6,first_transaction,,2024-02-12/2024-02-18,False
U000113,2024-02-16,28,Other,Tier 1,iOS,Paid Ad,Yashica Chhabra,signup_completed,4,kyc_initiated,,2024-02-12/2024-02-18,False
U000114,2024-01-16,29,Male,Tier 3,Android,Paid Ad,Naksh Cherian,app_open,2,signup_started,,2024-01-15/2024-01-21,False
U000115,2024-05-22,18,Female,Tier 2,Android,Organic,Tarak Divan,app_open,2,signup_started,,2024-05-20/2024-05-26,False
U000116,2024-06-07,21,Male,Tier 2,iOS,Paid Ad,Rohan Mohanty,app_open,2,signup_started,,2024-06-03/2024-06-09,False
U000117,2024-05-27,52,Other,Tier 1,Android,Referral,Dayamai Viswanathan,app_install,1,app_open,,2024-05-27/2024-06-02,False
U000118,2024-05-28,24,Male,Tier 3,Android,Social Media,Varenya Tripathi,kyc_initiated,5,kyc_completed,,2024-05-27/2024-06-02,False
U000119,2024-01-25,19,Other,Tier 3,Android,Social Media,Shravya Subramanian,app_open,2,signup_started,,2024-01-22/2024-01-28,False
U000120,2024-04-02,20,Other,Tier 2,iOS,Paid Ad,Zehaan Chacko,signup_completed,4,kyc_initiated,,2024-04-01/2024-04-07,False
U000121,2024-02-02,34,Female,Tier 2,Android,Paid Ad,Riya Savant,app_open,2,signup_started,,2024-01-29/2024-02-04,False
U000122,2024-04-12,33,Other,Tier 3,Android,Organic,Anita Shukla,day1_return,9,day7_return,688.0,2024-04-08/2024-04-14,True
U000123,2024-03-23,51,Male,Tier 3,Android,Paid Ad,Hardik Saini,kyc_completed,6,first_transaction,,2024-03-18/2024-03-24,False
U000124,2024-06-29,26,Other,Tier 1,Android,Paid Ad,Harini Manda,signup_started,3,signup_completed,,2024-06-24/2024-06-30,False
U000125,2024-05-26,33,Other,Tier 1,iOS,Social Media,Neel Iyengar,kyc_completed,6,first_transaction,,2024-05-20/2024-05-26,False
U000126,2024-05-13,36,Male,Tier 2,Android,Referral,Ekani Singh,signup_started,3,signup_completed,,2024-05-13/2024-05-19,False
U000127,2024-05-18,35,Female,Tier 1,iOS,Referral,Siya Dhillon,signup_started,3,signup_completed,,2024-05-13/2024-05-19,False
U000128,2024-03-18,51,Other,Tier 2,Android,Paid Ad,Yochana Murty,day7_return,10,,656.0,2024-03-18/2024-03-24,True
U000129,2024-05-06,49,Female,Tier 3,Android,Organic,Gunbir Kala,kyc_completed,6,first_transaction,,2024-05-06/2024-05-12,False
U000130,2024-03-26,28,Other,Tier 3,iOS,Organic,Tanay Sengupta,app_open,2,signup_started,,2024-03-25/2024-03-31,False
U000131,2024-03-28,33,Male,Tier 1,iOS,Referral,Zinal Toor,signup_started,3,signup_completed,,2024-03-25/2024-03-31,False
U000132,2024-02-18,43,Male,Tier 2,Android,Organic,Charvi Zacharia,kyc_initiated,5,kyc_completed,,2024-02-12/2024-02-18,False
U000133,2024-01-13,19,Female,Tier 3,iOS,Social Media,Adweta Bhagat,signup_started,3,signup_completed,,2024-01-08/2024-01-14,False
U000134,2024-01-05,55,Other,Tier 2,iOS,Social Media,Garima Kamdar,app_install,1,app_open,,2024-01-01/2024-01-07,False
U000135,2024-04-17,43,Male,Tier 1,Android,Organic,Unnati Sabharwal,day7_return,10,,540.0,2024-04-15/2024-04-21,True
U000136,2024-04-24,51,Male,Tier 2,Android,Referral,Isha Chhabra,first_transaction,7,notification_opted_in,373.0,2024-04-22/2024-04-28,True
U000137,2024-01-02,33,Male,Tier 1,Android,Referral,Vansha Anand,app_open,2,signup_started,,2024-01-01/2024-01-07,False
U000138,2024-05-17,31,Other,Tier 3,Android,Referral,Leena Chawla,notification_opted_in,8,day1_return,247.0,2024-05-13/2024-05-19,True
U000139,2024-01-12,32,Male,Tier 2,iOS,Paid Ad,Charvi Sankar,signup_completed,4,kyc_initiated,,2024-01-08/2024-01-14,False
U000140,2024-01-14,22,Male,Tier 1,iOS,Paid Ad,Guneet Chanda,app_open,2,signup_started,,2024-01-08/2024-01-14,False
U000141,2024-06-15,36,Female,Tier 1,Android,Organic,Abeer Viswanathan,app_install,1,app_open,,2024-06-10/2024-06-16,False
U000142,2024-01-14,27,Other,Tier 2,Android,Paid Ad,Upadhriti Atwal,kyc_initiated,5,kyc_completed,,2024-01-08/2024-01-14,False
U000143,2024-02-16,47,Female,Tier 1,Android,Referral,Zehaan Sandal,app_install,1,app_open,,2024-02-12/2024-02-18,False
U000144,2024-05-09,28,Female,Tier 2,iOS,Social Media,Gaurav Bala,kyc_initiated,5,kyc_completed,,2024-05-06/2024-05-12,False
U000145,2024-02-11,22,Other,Tier 3,Android,Organic,Meghana Kara,app_install,1,app_open,,2024-02-05/2024-02-11,False
U000146,2024-01-26,30,Other,Tier 3,Android,Paid Ad,Nihal Kalita,signup_started,3,signup_completed,,2024-01-22/2024-01-28,False
U000147,2024-06-20,34,Other,Tier 1,Android,Organic,Girik Zachariah,kyc_completed,6,first_transaction,,2024-06-17/2024-06-23,False
U000148,2024-04-21,21,Female,Tier 1,Android,Paid Ad,Leena Balan,app_open,2,signup_started,,2024-04-15/2024-04-21,False
U000149,2024-02-17,23,Female,Tier 1,iOS,Paid Ad,Farhan Arora,signup_completed,4,kyc_initiated,,2024-02-12/2024-02-18,False
U000150,2024-06-05,35,Female,Tier 1,Android,Organic,Aradhana Nagarajan,day7_return,10,,335.0,2024-06-03/2024-06-09,True
U000151,2024-02-06,23,Male,Tier 1,Android,Organic,Anusha Sandal,app_open,2,signup_started,,2024-02-05/2024-02-11,False
U000152,2024-01-19,21,Other,Tier 2,Android,Paid Ad,Jagrati Yogi,signup_started,3,signup_completed,,2024-01-15/2024-01-21,False
U000153,2024-03-24,31,Female,Tier 2,Android,Referral,Yasti Dube,app_open,2,signup_started,,2024-03-18/2024-03-24,False
U000154,2024-03-23,34,Female,Tier 1,iOS,Social Media,Chanakya Shankar,app_install,1,app_open,,2024-03-18/2024-03-24,False
U000155,2024-03-31,19,Other,Tier 1,iOS,Referral,Ojas Nigam,day7_return,10,,585.0,2024-03-25/2024-03-31,True
U000156,2024-01-11,23,Other,Tier 1,Android,Paid Ad,Hemal Sinha,kyc_initiated,5,kyc_completed,,2024-01-08/2024-01-14,False
U000157,2024-05-06,33,Other,Tier 1,Android,Referral,Lajita Khurana,app_open,2,signup_started,,2024-05-06/2024-05-12,False
U000158,2024-01-20,19,Male,Tier 1,Android,Referral,Manya Sahni,day7_return,10,,189.0,2024-01-15/2024-01-21,True
U000159,2024-03-19,31,Other,Tier 2,Android,Paid Ad,Utkarsh Agrawal,app_open,2,signup_started,,2024-03-18/2024-03-24,False
U000160,2024-03-06,32,Male,Tier 1,Android,Paid Ad,Qarin Samra,app_open,2,signup_started,,2024-03-04/2024-03-10,False
U000161,2024-02-18,18,Male,Tier 1,Android,Paid Ad,Noah Hora,signup_started,3,signup_completed,,2024-02-12/2024-02-18,False
U000162,2024-02-06,21,Other,Tier 3,Android,Referral,Ethan Walia,app_open,2,signup_started,,2024-02-05/2024-02-11,False
U000163,2024-03-28,40,Male,Tier 2,Android,Paid Ad,Idika Manne,signup_started,3,signup_completed,,2024-03-25/2024-03-31,False
U000164,2024-03-22,33,Male,Tier 2,Android,Organic,Nitesh Kohli,notification_opted_in,8,day1_return,112.0,2024-03-18/2024-03-24,True
U000165,2024-02-24,26,Female,Tier 1,Android,Paid Ad,Widisha Chander,day7_return,10,,710.0,2024-02-19/2024-02-25,True
U000166,2024-02-18,27,Male,Tier 3,Android,Organic,Arjun Krishnan,signup_completed,4,kyc_initiated,,2024-02-12/2024-02-18,False
U000167,2024-03-27,21,Other,Tier 1,Android,Organic,Nakul Bera,app_open,2,signup_started,,2024-03-25/2024-03-31,False
U000168,2024-01-20,23,Male,Tier 1,Android,Referral,Dalbir Khare,app_open,2,signup_started,,2024-01-15/2024-01-21,False
U000169,2024-05-06,20,Other,Tier 2,Android,Social Media,Yashica Venkataraman,app_install,1,app_open,,2024-05-06/2024-05-12,False
U000170,2024-06-11,21,Male,Tier 1,iOS,Referral,Jagrati Patla,app_open,2,signup_started,,2024-06-10/2024-06-16,False
U000171,2024-01-19,42,Male,Tier 1,Android,Referral,Alexander Naidu,signup_started,3,signup_completed,,2024-01-15/2024-01-21,False
U000172,2024-02-02,49,Female,Tier 2,Android,Organic,Eiravati Varghese,app_open,2,signup_started,,2024-01-29/2024-02-04,False
U000173,2024-04-04,39,Female,Tier 1,Android,Paid Ad,Anamika Yohannan,day1_return,9,day7_return,662.0,2024-04-01/2024-04-07,True
U000174,2024-02-11,31,Female,Tier 1,Android,Paid Ad,Ekaja Deep,app_open,2,signup_started,,2024-02-05/2024-02-11,False
U000175,2024-06-24,26,Male,Tier 2,Android,Paid Ad,Nathaniel Johal,app_install,1,app_open,,2024-06-24/2024-06-30,False
U000176,2024-02-01,31,Female,Tier 1,Android,Organic,Rudra Hayer,signup_started,3,signup_completed,,2024-01-29/2024-02-04,False
U000177,2024-01-01,19,Female,Tier 3,Android,Referral,Tara Mall,first_transaction,7,notification_opted_in,221.0,2024-01-01/2024-01-07,True
U000178,2024-02-21,25,Female,Tier 2,iOS,Paid Ad,Widisha Sarraf,kyc_initiated,5,kyc_completed,,2024-02-19/2024-02-25,False
U000179,2024-02-25,30,Female,Tier 2,Android,Social Media,Wridesh Viswanathan,kyc_initiated,5,kyc_completed,,2024-02-19/2024-02-25,False
U000180,2024-05-15,42,Other,Tier 3,Android,Referral,Aradhana Lanka,signup_started,3,signup_completed,,2024-05-13/2024-05-19,False
U000181,2024-06-01,50,Other,Tier 1,Android,Referral,Nitesh Chawla,kyc_initiated,5,kyc_completed,,2024-05-27/2024-06-02,False
U000182,2024-05-08,32,Other,Tier 3,Android,Referral,Mitesh Tripathi,app_install,1,app_open,,2024-05-06/2024-05-12,False
U000183,2024-04-04,24,Male,Tier 1,Android,Referral,Ishani Desai,app_open,2,signup_started,,2024-04-01/2024-04-07,False
U000184,2024-02-06,35,Female,Tier 2,Android,Referral,Kamya Sama,app_install,1,app_open,,2024-02-05/2024-02-11,False
U000185,2024-02-12,28,Male,Tier 3,Android,Paid Ad,Aditya Bawa,app_install,1,app_open,,2024-02-12/2024-02-18,False
U000186,2024-04-22,30,Other,Tier 1,iOS,Paid Ad,Yauvani Parmar,signup_started,3,signup_completed,,2024-04-22/2024-04-28,False
U000187,2024-04-15,25,Male,Tier 3,Android,Paid Ad,Jagvi Purohit,app_install,1,app_open,,2024-04-15/2024-04-21,False
U000188,2024-05-25,47,Female,Tier 2,Android,Social Media,Yutika Suresh,app_open,2,signup_started,,2024-05-20/2024-05-26,False
U000189,2024-01-12,34,Male,Tier 1,Android,Referral,Hemal Chada,app_install,1,app_open,,2024-01-08/2024-01-14,False
U000190,2024-04-23,34,Female,Tier 2,iOS,Referral,Ikbal Bassi,signup_completed,4,kyc_initiated,,2024-04-22/2024-04-28,False
U000191,2024-04-07,22,Other,Tier 1,Android,Referral,Mitesh Ramakrishnan,app_install,1,app_open,,2024-04-01/2024-04-07,False
U000192,2024-01-31,19,Male,Tier 2,iOS,Referral,Ubika Ahluwalia,day1_return,9,day7_return,359.0,2024-01-29/2024-02-04,True
U000193,2024-04-08,27,Male,Tier 3,Android,Referral,Mitesh Sood,app_install,1,app_open,,2024-04-08/2024-04-14,False
U000194,2024-06-14,21,Male,Tier 1,iOS,Organic,Idika Banerjee,app_install,1,app_open,,2024-06-10/2024-06-16,False
U000195,2024-01-14,25,Other,Tier 2,iOS,Paid Ad,Gautam Sodhi,app_install,1,app_open,,2024-01-08/2024-01-14,False
U000196,2024-01-14,36,Other,Tier 2,Android,Paid Ad,Gunbir Gala,app_open,2,signup_started,,2024-01-08/2024-01-14,False
U000197,2024-06-16,23,Male,Tier 3,Android,Paid Ad,Siddharth Raval,app_install,1,app_open,,2024-06-10/2024-06-16,False
U000198,2024-03-19,30,Male,Tier 3,Android,Paid Ad,Onkar Magar,kyc_completed,6,first_transaction,,2024-03-18/2024-03-24,False
U000199,2024-06-21,31,Other,Tier 2,Android,Referral,Jagrati Bandi,kyc_initiated,5,kyc_completed,,2024-06-17/2024-06-23,False
U000200,2024-02-17,49,Other,Tier 2,Android,Social Media,Divya Dora,app_install,1,app_open,,2024-02-12/2024-02-18,False
